record_id,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_dataset
CL023037,AI08037,Data Engineer,83558,USD,EX,FL,China,M,Portugal,0,"Java, GCP, Tableau, Deep Learning",Associate,13,Healthcare,2024-11-22,2025-01-12,1439,8.8,Advanced Robotics,dataset_2
CL023038,AI08038,Autonomous Systems Engineer,59257,USD,SE,CT,China,L,China,50,"R, Mathematics, Tableau",Bachelor,8,Education,2024-02-09,2024-04-11,1925,9.6,DeepTech Ventures,dataset_2
CL023039,AI08039,Research Scientist,211226,USD,EX,CT,Sweden,L,Sweden,50,"Hadoop, Scala, GCP, Docker, R",PhD,10,Real Estate,2024-10-18,2024-12-08,1516,8.5,Cloud AI Solutions,dataset_2
CL023040,AI08040,Data Engineer,58429,EUR,EN,FT,Austria,S,Austria,50,"Linux, Python, Computer Vision, AWS",Master,0,Healthcare,2024-05-11,2024-07-10,1024,8.5,AI Innovations,dataset_2
CL023041,AI08041,AI Specialist,30008,USD,EN,CT,India,L,India,100,"Linux, PyTorch, Git, Computer Vision",Master,1,Real Estate,2024-10-29,2024-11-23,799,6.5,Machine Intelligence Group,dataset_2
CL023042,AI08042,Principal Data Scientist,63440,USD,EX,PT,India,M,India,0,"Hadoop, Java, SQL, Computer Vision",PhD,18,Energy,2024-10-19,2024-12-06,1042,9.3,DataVision Ltd,dataset_2
CL023043,AI08043,AI Architect,75902,USD,EN,PT,United States,S,United States,50,"AWS, Data Visualization, Tableau, Scala",Associate,0,Real Estate,2024-02-05,2024-03-03,1077,8.2,Algorithmic Solutions,dataset_2
CL023044,AI08044,AI Consultant,212552,GBP,EX,FL,United Kingdom,S,Austria,100,"SQL, Spark, MLOps",Associate,11,Finance,2025-03-20,2025-05-02,516,7.9,Neural Networks Co,dataset_2
CL023045,AI08045,AI Product Manager,105830,EUR,MI,FL,France,L,France,100,"Hadoop, GCP, Scala, Tableau",Bachelor,3,Healthcare,2024-08-16,2024-10-12,878,9.8,Autonomous Tech,dataset_2
CL023046,AI08046,Head of AI,82250,USD,MI,PT,Sweden,M,Sweden,0,"Azure, MLOps, Statistics, R, GCP",Associate,2,Consulting,2024-07-15,2024-08-29,1795,7.2,DataVision Ltd,dataset_2
CL023047,AI08047,AI Product Manager,106488,EUR,SE,PT,Germany,M,Germany,0,"PyTorch, Kubernetes, Computer Vision, TensorFlow, Spark",Bachelor,9,Telecommunications,2024-12-20,2025-01-31,960,7.2,Quantum Computing Inc,dataset_2
CL023048,AI08048,Head of AI,147509,USD,SE,CT,Sweden,L,Sweden,0,"Python, Mathematics, Linux, TensorFlow, Deep Learning",Master,6,Healthcare,2024-12-18,2025-01-25,1965,6.0,Cognitive Computing,dataset_2
CL023049,AI08049,AI Specialist,107129,EUR,MI,CT,Netherlands,L,Netherlands,0,"R, PyTorch, GCP, Computer Vision, Git",Bachelor,2,Automotive,2024-04-19,2024-05-30,1355,9.2,Machine Intelligence Group,dataset_2
CL023050,AI08050,AI Research Scientist,263994,CHF,EX,FT,Switzerland,S,Switzerland,100,"Azure, Python, MLOps, Kubernetes, Hadoop",Bachelor,19,Consulting,2024-12-11,2025-01-16,1088,6.4,Quantum Computing Inc,dataset_2
CL023051,AI08051,NLP Engineer,115888,SGD,MI,FT,Singapore,L,Australia,50,"Kubernetes, Docker, Spark, Linux, Computer Vision",Associate,2,Energy,2024-05-03,2024-06-29,2345,5.2,Autonomous Tech,dataset_2
CL023052,AI08052,Research Scientist,183653,SGD,EX,PT,Singapore,M,Singapore,100,"Statistics, Computer Vision, Python",Master,14,Government,2024-10-22,2024-12-06,2176,8.6,DeepTech Ventures,dataset_2
CL023053,AI08053,Autonomous Systems Engineer,136651,SGD,EX,FT,Singapore,S,Singapore,50,"Statistics, Python, AWS, PyTorch",Master,18,Real Estate,2024-12-20,2025-01-29,1776,8.5,Autonomous Tech,dataset_2
CL023054,AI08054,AI Product Manager,138663,USD,EX,CT,Finland,M,New Zealand,100,"Git, Python, Mathematics, Linux",Associate,13,Gaming,2024-06-16,2024-08-04,2319,6.5,Future Systems,dataset_2
CL023055,AI08055,AI Software Engineer,156452,GBP,EX,CT,United Kingdom,S,United Kingdom,50,"Azure, Tableau, Statistics",Bachelor,10,Gaming,2024-03-26,2024-05-10,1929,7.2,Neural Networks Co,dataset_2
CL023056,AI08056,Computer Vision Engineer,91988,USD,MI,CT,United States,M,United States,50,"Git, Scala, Data Visualization",PhD,4,Healthcare,2024-07-23,2024-10-02,1514,8.5,TechCorp Inc,dataset_2
CL023057,AI08057,AI Product Manager,170809,GBP,EX,CT,United Kingdom,L,United Kingdom,100,"Java, PyTorch, AWS, Computer Vision",Master,11,Telecommunications,2024-08-23,2024-09-06,1384,9.9,Digital Transformation LLC,dataset_2
CL023058,AI08058,NLP Engineer,102306,EUR,MI,PT,Netherlands,L,Indonesia,100,"SQL, NLP, Python",Master,4,Automotive,2024-10-19,2024-12-24,1838,8.7,Machine Intelligence Group,dataset_2
CL023059,AI08059,Computer Vision Engineer,66585,EUR,EN,CT,France,S,France,0,"NLP, PyTorch, MLOps, Kubernetes, TensorFlow",Associate,0,Education,2024-02-03,2024-02-27,1482,7.9,Predictive Systems,dataset_2
CL023060,AI08060,Machine Learning Researcher,207692,CHF,SE,CT,Switzerland,M,Switzerland,100,"Python, Spark, TensorFlow, Tableau, PyTorch",PhD,5,Transportation,2024-03-28,2024-06-02,1924,9.6,Quantum Computing Inc,dataset_2
CL023061,AI08061,Data Analyst,129361,USD,SE,CT,Sweden,M,Sweden,100,"PyTorch, Spark, Hadoop",Master,8,Finance,2024-06-01,2024-07-16,1043,10.0,Algorithmic Solutions,dataset_2
CL023062,AI08062,Head of AI,97125,USD,EN,CT,Denmark,L,Denmark,100,"Scala, Tableau, Kubernetes",PhD,0,Energy,2024-01-18,2024-03-28,760,9.3,Algorithmic Solutions,dataset_2
CL023063,AI08063,Principal Data Scientist,97060,USD,MI,PT,Finland,M,Finland,0,"R, AWS, Statistics, Linux, Deep Learning",PhD,3,Transportation,2024-12-16,2025-01-03,1883,9.8,Future Systems,dataset_2
CL023064,AI08064,AI Software Engineer,69840,USD,SE,FT,China,L,Spain,50,"Java, AWS, Computer Vision, Docker, Deep Learning",Master,9,Energy,2024-03-12,2024-04-04,2372,7.1,Machine Intelligence Group,dataset_2
CL023065,AI08065,ML Ops Engineer,86753,EUR,MI,PT,France,L,France,0,"Java, Hadoop, Linux",Associate,3,Real Estate,2024-11-28,2024-12-30,1934,6.7,Quantum Computing Inc,dataset_2
CL023066,AI08066,Research Scientist,120164,USD,EN,PT,Norway,L,Norway,50,"Computer Vision, Scala, SQL",Associate,1,Telecommunications,2024-02-21,2024-04-14,2276,8.7,Digital Transformation LLC,dataset_2
CL023067,AI08067,Deep Learning Engineer,63400,USD,EN,PT,Finland,M,Finland,100,"GCP, Tableau, PyTorch",Master,0,Telecommunications,2025-02-17,2025-04-30,1004,8.3,Neural Networks Co,dataset_2
CL023068,AI08068,Deep Learning Engineer,195225,AUD,EX,FL,Australia,L,Hungary,50,"Git, Python, Azure",Master,17,Automotive,2024-03-06,2024-04-24,1304,7.9,Neural Networks Co,dataset_2
CL023069,AI08069,AI Specialist,121448,USD,SE,PT,South Korea,L,Luxembourg,50,"Hadoop, Linux, Git, Scala, Java",Master,9,Finance,2024-09-22,2024-10-19,1260,5.3,Autonomous Tech,dataset_2
CL023070,AI08070,Autonomous Systems Engineer,127574,CHF,MI,CT,Switzerland,S,Canada,0,"TensorFlow, Azure, Spark, Kubernetes",Master,4,Finance,2024-09-18,2024-10-23,733,9.1,Quantum Computing Inc,dataset_2
CL023071,AI08071,NLP Engineer,28917,USD,EN,FL,China,L,China,50,"SQL, PyTorch, Java, Docker, Linux",PhD,1,Finance,2024-11-08,2024-11-29,2062,8.5,Advanced Robotics,dataset_2
CL023072,AI08072,NLP Engineer,175601,USD,SE,CT,Denmark,S,Denmark,100,"Python, Scala, AWS, Spark",Master,5,Technology,2024-05-27,2024-06-16,1276,8.5,Quantum Computing Inc,dataset_2
CL023073,AI08073,Principal Data Scientist,110916,JPY,SE,CT,Japan,S,United States,100,"Python, Linux, SQL, R, Statistics",Master,9,Retail,2024-03-07,2024-03-30,2208,9.7,Algorithmic Solutions,dataset_2
CL023074,AI08074,Research Scientist,93983,CAD,MI,PT,Canada,L,Canada,0,"Data Visualization, Kubernetes, Mathematics",Bachelor,4,Healthcare,2024-03-17,2024-03-31,2013,5.2,DeepTech Ventures,dataset_2
CL023075,AI08075,NLP Engineer,323422,USD,EX,PT,Norway,M,Norway,0,"Docker, R, Data Visualization, Deep Learning, Git",Associate,10,Education,2024-09-25,2024-11-06,1045,7.1,Smart Analytics,dataset_2
CL023076,AI08076,Robotics Engineer,179355,USD,SE,CT,United States,L,United States,50,"NLP, Python, Data Visualization, Azure, Java",PhD,5,Finance,2024-02-20,2024-04-12,2445,9.2,Advanced Robotics,dataset_2
CL023077,AI08077,AI Product Manager,85532,USD,EN,FT,Denmark,S,Denmark,50,"Docker, Kubernetes, AWS",Master,0,Telecommunications,2024-11-03,2024-12-30,837,5.9,Machine Intelligence Group,dataset_2
CL023078,AI08078,Autonomous Systems Engineer,44071,USD,MI,FT,India,L,India,0,"Java, PyTorch, NLP, R, TensorFlow",Associate,3,Government,2025-01-18,2025-03-02,974,8.9,Autonomous Tech,dataset_2
CL023079,AI08079,Robotics Engineer,130737,USD,SE,FL,Ireland,M,Ireland,50,"Linux, PyTorch, Java, Tableau, TensorFlow",Master,9,Automotive,2024-10-18,2024-11-29,1011,6.9,Cognitive Computing,dataset_2
CL023080,AI08080,Deep Learning Engineer,147663,CHF,MI,CT,Switzerland,L,Switzerland,50,"SQL, Computer Vision, Scala, GCP",Master,4,Energy,2025-02-18,2025-03-29,2092,7.6,AI Innovations,dataset_2
CL023081,AI08081,Machine Learning Engineer,269175,USD,EX,FL,Denmark,M,Argentina,100,"AWS, Hadoop, Java, Statistics, Deep Learning",Master,18,Real Estate,2024-02-26,2024-04-05,2398,6.5,AI Innovations,dataset_2
CL023082,AI08082,Computer Vision Engineer,152150,EUR,SE,FT,France,L,France,50,"Linux, Python, Data Visualization, Java",PhD,5,Consulting,2024-04-07,2024-05-17,1392,9.8,Autonomous Tech,dataset_2
CL023083,AI08083,AI Consultant,18965,USD,EN,FL,India,S,India,50,"Python, GCP, Deep Learning",Master,0,Automotive,2025-03-07,2025-03-28,2011,7.6,Cloud AI Solutions,dataset_2
CL023084,AI08084,NLP Engineer,293774,USD,EX,FT,Norway,S,Norway,50,"Python, Data Visualization, Kubernetes, MLOps",Associate,14,Media,2024-06-15,2024-07-21,2330,9.2,Cognitive Computing,dataset_2
CL023085,AI08085,Head of AI,116082,USD,SE,CT,South Korea,M,United Kingdom,50,"Tableau, Deep Learning, SQL",PhD,9,Consulting,2025-03-02,2025-04-03,1469,6.8,Machine Intelligence Group,dataset_2
CL023086,AI08086,AI Consultant,55542,USD,EN,FT,South Korea,S,Argentina,100,"Kubernetes, Tableau, MLOps",Master,1,Real Estate,2024-02-20,2024-04-13,1159,8.0,Quantum Computing Inc,dataset_2
CL023087,AI08087,AI Consultant,136996,USD,SE,CT,Norway,M,Norway,100,"Linux, SQL, Deep Learning, PyTorch, Hadoop",Bachelor,6,Retail,2024-02-21,2024-03-08,2025,9.8,Cloud AI Solutions,dataset_2
CL023088,AI08088,ML Ops Engineer,79319,EUR,MI,PT,France,L,France,0,"MLOps, SQL, TensorFlow, Hadoop",Bachelor,3,Media,2024-02-05,2024-03-31,1325,9.7,DataVision Ltd,dataset_2
CL023089,AI08089,Computer Vision Engineer,105493,CAD,SE,CT,Canada,S,Canada,0,"PyTorch, Linux, Python, Statistics, GCP",Master,9,Education,2025-01-02,2025-01-23,902,9.8,Cloud AI Solutions,dataset_2
CL023090,AI08090,AI Research Scientist,58931,USD,EN,CT,Israel,S,Israel,50,"Computer Vision, R, SQL",Associate,0,Transportation,2024-09-03,2024-09-21,1976,8.9,DataVision Ltd,dataset_2
CL023091,AI08091,AI Specialist,269865,USD,EX,CT,Ireland,L,Ireland,100,"Linux, Azure, Deep Learning",Bachelor,18,Technology,2025-03-30,2025-06-07,729,5.7,Autonomous Tech,dataset_2
CL023092,AI08092,Head of AI,94339,USD,MI,CT,Norway,S,Norway,50,"Kubernetes, TensorFlow, Azure, Tableau, MLOps",Associate,3,Government,2024-04-14,2024-05-02,1970,5.9,Autonomous Tech,dataset_2
CL023093,AI08093,AI Product Manager,295017,JPY,EX,CT,Japan,L,Estonia,50,"Kubernetes, Java, Git, SQL",Master,14,Media,2024-09-22,2024-11-04,1295,6.3,Digital Transformation LLC,dataset_2
CL023094,AI08094,Machine Learning Engineer,101293,SGD,MI,CT,Singapore,S,Singapore,100,"NLP, SQL, Azure, Scala",PhD,2,Healthcare,2025-01-20,2025-03-07,2199,7.9,Machine Intelligence Group,dataset_2
CL023095,AI08095,AI Specialist,32078,USD,EN,FT,India,L,India,100,"Computer Vision, Tableau, GCP",Associate,0,Consulting,2025-04-16,2025-06-14,2105,5.5,Autonomous Tech,dataset_2
CL023096,AI08096,Head of AI,99238,GBP,MI,FT,United Kingdom,M,United Kingdom,0,"NLP, R, Kubernetes",Associate,3,Healthcare,2024-09-01,2024-09-23,956,8.2,DeepTech Ventures,dataset_2
CL023097,AI08097,Data Analyst,87032,USD,MI,FL,Finland,S,Finland,100,"Python, Kubernetes, Tableau",Bachelor,4,Consulting,2024-04-22,2024-05-17,1298,8.2,DeepTech Ventures,dataset_2
CL023098,AI08098,Data Scientist,156773,USD,SE,FT,Israel,L,Israel,100,"Statistics, Kubernetes, NLP, Linux",Master,5,Technology,2024-02-16,2024-04-03,2324,9.8,Smart Analytics,dataset_2
CL023099,AI08099,AI Research Scientist,61019,AUD,EN,FT,Australia,L,Australia,100,"Statistics, Git, NLP, Python",Bachelor,0,Real Estate,2024-11-10,2024-11-24,1197,8.6,DeepTech Ventures,dataset_2
CL023100,AI08100,AI Research Scientist,70543,EUR,EN,PT,Germany,M,Malaysia,0,"TensorFlow, Linux, Tableau, Hadoop, Kubernetes",Bachelor,1,Automotive,2025-03-20,2025-05-19,1099,8.0,Cloud AI Solutions,dataset_2
CL023101,AI08101,Deep Learning Engineer,65930,AUD,EN,CT,Australia,S,Australia,50,"GCP, NLP, Hadoop",Master,0,Gaming,2025-02-13,2025-03-07,1258,9.7,Digital Transformation LLC,dataset_2
CL023102,AI08102,Data Scientist,61443,EUR,EN,CT,France,M,France,0,"SQL, Hadoop, MLOps",Master,1,Healthcare,2024-08-06,2024-10-08,793,7.0,Algorithmic Solutions,dataset_2
CL023103,AI08103,Deep Learning Engineer,389007,CHF,EX,FL,Switzerland,L,Switzerland,50,"GCP, Computer Vision, Hadoop, Deep Learning, Spark",PhD,17,Gaming,2025-01-06,2025-02-22,1261,9.2,Smart Analytics,dataset_2
CL023104,AI08104,Data Engineer,76813,EUR,MI,PT,Germany,S,Germany,50,"Kubernetes, Spark, NLP, Statistics",Associate,2,Energy,2024-04-22,2024-06-14,1138,8.4,Future Systems,dataset_2
CL023105,AI08105,ML Ops Engineer,98906,EUR,MI,CT,Austria,L,Austria,0,"Computer Vision, Python, NLP, Spark, TensorFlow",Associate,4,Manufacturing,2025-01-23,2025-03-19,1508,7.0,DeepTech Ventures,dataset_2
CL023106,AI08106,Data Scientist,74348,GBP,MI,FL,United Kingdom,S,Singapore,100,"MLOps, Kubernetes, Deep Learning",PhD,3,Government,2025-01-30,2025-04-01,860,6.0,TechCorp Inc,dataset_2
CL023107,AI08107,Data Analyst,91122,CHF,EN,FL,Switzerland,M,Switzerland,100,"Mathematics, Deep Learning, Computer Vision, PyTorch, Kubernetes",PhD,0,Government,2024-02-12,2024-04-11,1786,8.6,Advanced Robotics,dataset_2
CL023108,AI08108,Data Scientist,185096,EUR,EX,FT,France,S,France,100,"Git, Azure, Linux",Bachelor,14,Consulting,2024-01-16,2024-03-06,2314,9.5,Quantum Computing Inc,dataset_2
CL023109,AI08109,NLP Engineer,94648,EUR,MI,FT,France,M,France,50,"GCP, R, Kubernetes",PhD,3,Automotive,2024-04-14,2024-05-28,2479,7.7,Digital Transformation LLC,dataset_2
CL023110,AI08110,AI Architect,81723,EUR,MI,PT,France,S,France,0,"Java, R, Spark, SQL, MLOps",Master,3,Gaming,2024-03-14,2024-03-28,724,6.2,Autonomous Tech,dataset_2
CL023111,AI08111,Autonomous Systems Engineer,249442,GBP,EX,FT,United Kingdom,M,United Kingdom,50,"Deep Learning, R, Tableau, GCP",Bachelor,11,Finance,2025-01-28,2025-03-16,1202,9.4,Digital Transformation LLC,dataset_2
CL023112,AI08112,Robotics Engineer,111472,CAD,SE,PT,Canada,M,Ghana,100,"Scala, Git, Computer Vision, NLP, AWS",PhD,8,Healthcare,2025-01-04,2025-01-26,2448,6.5,Machine Intelligence Group,dataset_2
CL023113,AI08113,Data Analyst,107982,USD,MI,PT,Norway,S,Norway,100,"Java, R, Azure, Hadoop, Git",Master,2,Finance,2025-04-03,2025-06-02,2009,8.4,Cognitive Computing,dataset_2
CL023114,AI08114,NLP Engineer,106322,USD,SE,FT,South Korea,L,South Korea,50,"Kubernetes, TensorFlow, Azure",PhD,5,Technology,2024-03-16,2024-04-16,2356,8.8,Cognitive Computing,dataset_2
CL023115,AI08115,Data Scientist,97096,USD,MI,PT,South Korea,L,Luxembourg,0,"Linux, NLP, Tableau, Scala",Master,2,Automotive,2025-03-13,2025-05-11,2414,6.3,Advanced Robotics,dataset_2
CL023116,AI08116,Machine Learning Engineer,71329,USD,SE,FL,China,L,China,0,"GCP, PyTorch, TensorFlow, Kubernetes, AWS",Bachelor,7,Education,2024-10-14,2024-10-31,2022,6.6,DataVision Ltd,dataset_2
CL023117,AI08117,Machine Learning Researcher,204502,USD,EX,FT,Israel,L,Canada,0,"Computer Vision, Deep Learning, SQL, Linux, Python",Associate,17,Automotive,2024-05-22,2024-06-12,636,7.7,Quantum Computing Inc,dataset_2
CL023118,AI08118,AI Software Engineer,78540,AUD,EN,PT,Australia,L,Canada,0,"Linux, Deep Learning, Spark, Hadoop",PhD,1,Real Estate,2024-06-27,2024-07-17,1984,8.4,Machine Intelligence Group,dataset_2
CL023119,AI08119,AI Specialist,102696,USD,MI,FL,Norway,M,Norway,50,"GCP, Statistics, Linux, PyTorch",Bachelor,3,Technology,2024-10-01,2024-11-24,2251,8.7,Digital Transformation LLC,dataset_2
CL023120,AI08120,Machine Learning Engineer,140672,USD,SE,FL,Ireland,M,Ireland,0,"SQL, Kubernetes, Data Visualization",Master,6,Energy,2025-04-16,2025-05-15,1303,5.4,Smart Analytics,dataset_2
CL023121,AI08121,AI Consultant,306231,JPY,EX,FT,Japan,L,Japan,50,"SQL, Linux, Spark, Azure, Hadoop",PhD,11,Transportation,2024-11-09,2025-01-13,2186,7.7,DeepTech Ventures,dataset_2
CL023122,AI08122,Research Scientist,79751,USD,MI,FT,Israel,L,Israel,0,"Linux, PyTorch, R, NLP",Associate,3,Consulting,2025-01-12,2025-02-10,1412,6.5,Future Systems,dataset_2
CL023123,AI08123,Data Analyst,59536,AUD,EN,PT,Australia,S,Australia,0,"Python, SQL, AWS",Master,1,Real Estate,2024-03-14,2024-04-17,905,7.5,DeepTech Ventures,dataset_2
CL023124,AI08124,Data Analyst,217273,USD,EX,CT,Sweden,M,Sweden,100,"GCP, Deep Learning, PyTorch",Bachelor,14,Retail,2024-09-05,2024-10-15,1637,8.5,DataVision Ltd,dataset_2
CL023125,AI08125,AI Software Engineer,61375,USD,EN,CT,Finland,M,Finland,0,"MLOps, Data Visualization, Python",Associate,1,Technology,2024-04-07,2024-05-06,1196,5.2,Cognitive Computing,dataset_2
CL023126,AI08126,AI Research Scientist,84104,CHF,EN,PT,Switzerland,S,Switzerland,100,"MLOps, Mathematics, Linux",Associate,0,Energy,2024-12-07,2025-01-11,1663,9.1,Predictive Systems,dataset_2
CL023127,AI08127,Machine Learning Researcher,119885,JPY,SE,FT,Japan,M,Japan,50,"Hadoop, Statistics, Git",Master,8,Consulting,2024-04-15,2024-05-15,1847,5.7,Advanced Robotics,dataset_2
CL023128,AI08128,Head of AI,49872,USD,EN,CT,Finland,M,Germany,100,"GCP, Deep Learning, MLOps, Linux, SQL",Bachelor,1,Telecommunications,2024-03-06,2024-03-30,2282,8.6,AI Innovations,dataset_2
CL023129,AI08129,AI Product Manager,83785,USD,EX,PT,India,L,Hungary,100,"Scala, R, Statistics",Bachelor,16,Real Estate,2024-12-11,2025-01-24,970,5.9,Cloud AI Solutions,dataset_2
CL023130,AI08130,Principal Data Scientist,47263,AUD,EN,PT,Australia,S,Australia,100,"AWS, Kubernetes, PyTorch",Associate,1,Education,2025-02-23,2025-05-05,2397,9.9,DataVision Ltd,dataset_2
CL023131,AI08131,Machine Learning Researcher,82949,CAD,EN,FT,Canada,L,Canada,50,"Mathematics, Git, NLP, Python",PhD,1,Media,2025-04-14,2025-06-10,1455,5.5,Smart Analytics,dataset_2
CL023132,AI08132,AI Architect,85674,USD,MI,FL,Sweden,M,China,0,"SQL, Python, GCP, Azure",Associate,4,Automotive,2025-04-19,2025-06-25,2146,5.6,Predictive Systems,dataset_2
CL023133,AI08133,Research Scientist,66353,USD,MI,FL,South Korea,S,South Korea,100,"Python, Hadoop, Deep Learning, SQL",PhD,4,Transportation,2024-08-10,2024-10-12,507,5.8,AI Innovations,dataset_2
CL023134,AI08134,AI Product Manager,169078,USD,EX,FT,Sweden,S,Sweden,100,"GCP, Statistics, Tableau",Bachelor,18,Automotive,2025-03-05,2025-04-16,814,6.9,Cognitive Computing,dataset_2
CL023135,AI08135,Autonomous Systems Engineer,181932,EUR,EX,CT,Germany,M,Germany,100,"Docker, Spark, Scala",Master,17,Education,2024-01-02,2024-01-28,1918,7.7,Cognitive Computing,dataset_2
CL023136,AI08136,Autonomous Systems Engineer,93368,EUR,SE,CT,Germany,S,Germany,50,"R, Scala, Data Visualization",Master,6,Healthcare,2024-08-02,2024-09-01,705,5.2,Neural Networks Co,dataset_2
CL023137,AI08137,AI Specialist,112677,USD,SE,CT,Israel,S,Israel,50,"Data Visualization, Linux, SQL, R",Bachelor,9,Automotive,2025-02-26,2025-04-06,1251,6.3,Digital Transformation LLC,dataset_2
CL023138,AI08138,Computer Vision Engineer,145606,EUR,EX,CT,Germany,M,Germany,50,"Java, SQL, Hadoop, Kubernetes",PhD,12,Real Estate,2024-09-20,2024-11-09,1136,6.7,Quantum Computing Inc,dataset_2
CL023139,AI08139,AI Specialist,60885,USD,EN,FL,Ireland,S,Argentina,50,"Python, SQL, Linux",PhD,0,Manufacturing,2025-03-07,2025-05-08,640,7.1,Digital Transformation LLC,dataset_2
CL023140,AI08140,Robotics Engineer,53376,AUD,EN,FL,Australia,M,China,100,"Deep Learning, GCP, Kubernetes",Bachelor,0,Technology,2024-08-24,2024-09-26,1725,7.0,Algorithmic Solutions,dataset_2
CL023141,AI08141,AI Consultant,75818,EUR,EN,CT,Netherlands,L,Netherlands,0,"Python, Spark, Scala, AWS, R",Master,0,Gaming,2024-10-28,2025-01-08,544,8.3,Quantum Computing Inc,dataset_2
CL023142,AI08142,Principal Data Scientist,99061,EUR,MI,FL,Netherlands,L,Netherlands,50,"PyTorch, SQL, Tableau",Associate,3,Gaming,2025-02-19,2025-04-17,1973,7.0,Quantum Computing Inc,dataset_2
CL023143,AI08143,Data Analyst,107756,EUR,MI,FT,Germany,L,Germany,50,"Azure, SQL, Java",Associate,4,Healthcare,2024-10-30,2024-12-10,661,8.1,Cognitive Computing,dataset_2
CL023144,AI08144,Computer Vision Engineer,75125,USD,SE,FL,China,L,China,0,"Tableau, Azure, Kubernetes, Mathematics",PhD,9,Automotive,2024-01-07,2024-02-08,1592,7.2,Smart Analytics,dataset_2
CL023145,AI08145,Machine Learning Researcher,96840,CHF,EN,CT,Switzerland,S,Switzerland,50,"Python, TensorFlow, PyTorch, Tableau, Mathematics",Bachelor,0,Finance,2024-12-25,2025-02-03,578,9.1,DataVision Ltd,dataset_2
CL023146,AI08146,NLP Engineer,78676,USD,EN,CT,Sweden,M,Sweden,100,"Mathematics, Hadoop, Python, Spark",PhD,0,Gaming,2024-07-03,2024-08-25,1565,9.9,Autonomous Tech,dataset_2
CL023147,AI08147,Computer Vision Engineer,206627,CHF,EX,FL,Switzerland,S,South Korea,100,"TensorFlow, Deep Learning, Tableau, Kubernetes, SQL",Bachelor,10,Transportation,2025-04-14,2025-05-26,767,7.4,Predictive Systems,dataset_2
CL023148,AI08148,Principal Data Scientist,74509,USD,SE,CT,China,L,Vietnam,100,"TensorFlow, Docker, Kubernetes, GCP, Data Visualization",Bachelor,9,Education,2024-07-17,2024-08-22,2330,7.3,Autonomous Tech,dataset_2
CL023149,AI08149,Data Engineer,147081,EUR,SE,FL,Germany,L,Malaysia,50,"R, SQL, Statistics",PhD,5,Government,2024-11-05,2024-12-17,1029,7.6,Autonomous Tech,dataset_2
CL023150,AI08150,AI Consultant,148813,CAD,EX,PT,Canada,M,Canada,0,"Tableau, GCP, Scala, NLP",Bachelor,15,Government,2024-08-22,2024-10-21,2385,8.7,Algorithmic Solutions,dataset_2
CL023151,AI08151,Deep Learning Engineer,194557,AUD,EX,CT,Australia,M,Australia,100,"Mathematics, Hadoop, Data Visualization, AWS",Master,18,Energy,2024-11-09,2025-01-16,1321,6.4,Quantum Computing Inc,dataset_2
CL023152,AI08152,Data Analyst,220707,EUR,EX,PT,Germany,S,Germany,100,"Mathematics, SQL, AWS, Kubernetes, Linux",PhD,18,Manufacturing,2024-01-08,2024-02-19,1499,6.4,Cognitive Computing,dataset_2
CL023153,AI08153,AI Architect,83907,EUR,EN,FT,Austria,L,Brazil,0,"R, Deep Learning, Tableau, PyTorch, Mathematics",PhD,0,Automotive,2024-09-29,2024-10-30,1079,8.8,DataVision Ltd,dataset_2
CL023154,AI08154,NLP Engineer,203429,CHF,SE,CT,Switzerland,M,China,100,"Kubernetes, AWS, GCP",PhD,5,Technology,2024-06-26,2024-07-22,1030,7.1,Advanced Robotics,dataset_2
CL023155,AI08155,Head of AI,121903,USD,SE,CT,South Korea,M,South Korea,0,"Python, Hadoop, Mathematics, Tableau, Computer Vision",Master,8,Media,2025-02-28,2025-03-18,667,6.9,Advanced Robotics,dataset_2
CL023156,AI08156,Computer Vision Engineer,97513,CAD,MI,PT,Canada,L,Canada,50,"Docker, Python, Statistics",Master,3,Real Estate,2024-05-11,2024-07-03,2187,7.1,Machine Intelligence Group,dataset_2
CL023157,AI08157,AI Consultant,229343,CHF,SE,FL,Switzerland,L,Switzerland,100,"PyTorch, Scala, MLOps, Computer Vision",PhD,6,Automotive,2024-06-20,2024-08-17,548,9.6,Autonomous Tech,dataset_2
CL023158,AI08158,Data Scientist,135831,SGD,SE,CT,Singapore,S,New Zealand,50,"AWS, Docker, Data Visualization, Deep Learning",Master,8,Manufacturing,2024-10-14,2024-11-18,1245,7.3,Algorithmic Solutions,dataset_2
CL023159,AI08159,AI Specialist,229897,CHF,SE,CT,Switzerland,L,Switzerland,100,"Kubernetes, Scala, Computer Vision, Hadoop",PhD,9,Gaming,2024-07-14,2024-09-23,1540,5.1,Digital Transformation LLC,dataset_2
CL023160,AI08160,Data Scientist,75572,AUD,MI,FL,Australia,S,Australia,100,"Tableau, Python, Hadoop",Master,4,Healthcare,2024-09-10,2024-10-03,1850,9.3,Neural Networks Co,dataset_2
CL023161,AI08161,AI Product Manager,160993,JPY,EX,FL,Japan,S,Japan,0,"Python, Kubernetes, Git, Linux",PhD,15,Real Estate,2024-05-11,2024-06-24,1652,6.6,Algorithmic Solutions,dataset_2
